;idequipos;modelo;area;marca;nombre_sede;categoria;fecha_registro;fecha_mant;observaciones
330;725;SE-601;Procedimientos;EDAN ;Tibú;Electrocardiógrafo;24/01/2020;22/06/2020 11:18;Funciona correctamente
331;725;SE-601;Procedimientos;EDAN ;Tibú;Electrocardiógrafo;24/01/2020;26/10/2020 8:12;Funciona correctamente 
332;725;SE-601;Procedimientos;EDAN ;Tibú;Electrocardiógrafo;24/01/2020;26/02/2021 11:16;Funciona correctamente
333;725;SE-601;Procedimientos;EDAN ;Tibú;Electrocardiógrafo;24/01/2020;27/06/2021 16:23;Derivada V2 de cable ECG dañada, se requiere cambiar el cable ECG.
334;69;M50;Urgencias;EDAN ;Bucarasica;Monitor de Signos Vitales;18/06/2019;11/12/2020 11:18;Se realiza ajuste, verificación de parámetros, cambio de brazalete 1 vía y pulsoximetro.
"Funcionando correctamente.""";;;;;;;;;
335;69;M50;Urgencias;EDAN ;Bucarasica;Monitor de Signos Vitales;18/06/2019;27/04/2021 8:34;Funciona correctamente
336;70;M50;Ambulancia;EDAN ;Bucarasica;Monitor de Signos Vitales;18/06/2019;11/12/2020 1:11;Funciona correctamente
337;70;M50;Ambulancia;EDAN ;Bucarasica;Monitor de Signos Vitales;18/06/2019;27/04/2021 11:16;Funciona Correctamente
338;128;M50;Consultorio 2;EDAN ;Sardinata;Monitor de Signos Vitales;1/08/2019;11/12/2020 14:03;Funcionando correctamente
339;128;M50;Consultorio 2;EDAN ;Sardinata;Monitor de Signos Vitales;1/08/2019;30/04/2021 8:31;Funciona correctamente
340;321;M50;Star De Enfermería;EDAN ;Pamplona;Monitor de Signos Vitales;11/12/2019;20/04/2020 6:58;Equipo funcionando correctamente
341;321;M50;Star De Enfermería;EDAN ;Pamplona;Monitor de Signos Vitales;11/12/2019;21/07/2020 8:48;Equipo funcionando correctamente
342;321;M50;Star De Enfermería;EDAN ;Pamplona;Monitor de Signos Vitales;11/12/2019;29/10/2020 12:21;Equipo funcionando correctamente
343;635;M50;Estación Enfermería;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;2/02/2020 12:44;Equipo sin accesorios 
344;635;M50;Estación Enfermería;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;21/06/2020 18:13;Funciona correctamente, No posee cable ECG ni sensor de piel
345;635;M50;Estación Enfermería;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;22/10/2020 17:48;Se reemplazó manguera Nibp
"Funciona Correctamente.""";;;;;;;;;
346;635;M50;Estación Enfermería;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;26/02/2021 15:36;Funciona correctamente
347;635;M50;Estación Enfermería;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;27/06/2021 15:10;Funciona correctamente
348;669;M50;Puerperio;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;2/02/2020 20:59;Funciona correctamente 
349;669;M50;Puerperio;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;21/06/2020 15:26;Cambio de brazalete 
Sin cable ECG;;;;;;;;;
"Funciona correctamente""";;;;;;;;;
350;669;M50;Puerperio;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;22/10/2020 16:07;Funcionando correctamente
351;669;M50;Puerperio;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;26/02/2021 12:12;Funciona correctamente
352;669;M50;Puerperio;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;27/06/2021 12:20;Funciona correctamente
353;673;M50;Puerperio;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;2/02/2020 19:20;Funciona correctamente 
354;673;M50;Puerperio;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;21/06/2020 15:33;Sin cable ECG
"Funciona correctamente""";;;;;;;;;
355;673;M50;Puerperio;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;22/10/2020 16:13;Funciona correctamente
356;673;M50;Puerperio;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;26/02/2021 12:17;Funciona correctamente
357;673;M50;Puerperio;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;27/06/2021 12:20;Funciona correctamente
358;726;M50;Observación Mujeres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;2/02/2020 15:51;Falta cable ECG 
359;726;M50;Observación Mujeres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;22/06/2020 10:23;Funcionando Correctamente
360;726;M50;Observación Mujeres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;23/10/2020 9:21;Funciona correctamente
361;726;M50;Observación Mujeres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;26/02/2021 10:51;Funciona correctamente
362;726;M50;Observación Mujeres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;27/06/2021 12:27;Funciona correctamente
363;727;M50;COVID-19;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;2/02/2020 15:44;Cable sensor SPO2 deteriorado
"Falta cable ECG """;;;;;;;;;
364;727;M50;COVID-19;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;22/06/2020 12:22;funcionando correctamente
365;727;M50;COVID-19;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;26/10/2020 8:11;Funciona correctamente 
366;727;M50;COVID-19;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;26/10/2020 8:16;Funciona correctamente 
367;727;M50;COVID-19;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;26/02/2021 11:17;Funciona correctamente
368;727;M50;COVID-19;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;27/02/2021 8:46;Funciona correctamente
369;727;M50;COVID-19;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;27/06/2021 12:31;Funciona correctamente
370;733;M50;Observación Mujeres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;2/02/2020 16:08;Falta cable ECG 
371;733;M50;Observación Mujeres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;22/06/2020 12:20;Funciona correctamente
372;733;M50;Observación Mujeres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;23/10/2020 9:20;Funciona correctamente
373;733;M50;Observación Mujeres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;26/02/2021 10:50;Requiere sensor SPO2
374;733;M50;Observación Mujeres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;27/06/2021 12:28;Funciona correctamente
375;734;M50;Observación Hombres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;2/02/2020 15:43;Cable sensor SPO2 deteriorado
"Falta cable ECG""";;;;;;;;;
376;734;M50;Observación Hombres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;22/06/2020 10:17;Funcionando correctamente
377;734;M50;Observación Hombres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;23/10/2020 9:35;Se realiza cambio de brazalete 
"Funciona correctamente""";;;;;;;;;
378;734;M50;Observación Hombres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;26/02/2021 10:52;Funciona correctamente
379;734;M50;Observación Hombres;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;27/06/2021 12:26;Funciona correctamente
380;744;M50;Triage;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;2/02/2020 16:38;Sin cable ECG
"Funciona correctamente """;;;;;;;;;
381;744;M50;Triage;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;22/06/2020 14:35;No posee cable ECG
"Funcionando Correctamente""";;;;;;;;;
382;744;M50;Triage;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;23/10/2020 9:44;Funciona correctamente
383;744;M50;Triage;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;26/02/2021 12:02;Funciona correctamente
384;744;M50;Triage;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;28/06/2021 8:50;Funciona correctamente
385;756;M50;Estación Enfermería;EDAN ;Tibú;Monitor de Signos Vitales;28/01/2020;2/02/2020 12:58;Equipo sin accesorios 
386;756;M50;Estación Enfermería;EDAN ;Tibú;Monitor de Signos Vitales;28/01/2020;21/06/2020 18:12;Funcionando correctamente, No posee Cable ECG
387;756;M50;Estación Enfermería;EDAN ;Tibú;Monitor de Signos Vitales;28/01/2020;23/10/2020 8:21;Funciona correctamente
388;756;M50;Estación Enfermería;EDAN ;Tibú;Monitor de Signos Vitales;28/01/2020;26/02/2021 15:43;Funciona correctamente
389;756;M50;Estación Enfermería;EDAN ;Tibú;Monitor de Signos Vitales;28/01/2020;27/06/2021 15:13;Funciona correctamente
390;1053;M50;Sala IRA;EDAN ;Sardinata;Monitor de Signos Vitales;13/03/2020;11/12/2020 14:18;Funcionando correctamente
391;1053;M50;Sala IRA;EDAN ;Sardinata;Monitor de Signos Vitales;13/03/2020;29/04/2021 13:04;Funciona correctamente
392;1135;M50;OEU-871;EDAN ;Tibú;Monitor de Signos Vitales;16/03/2020;22/06/2020 11:15;Funciona correctamente
393;1252;M50;Star De Enfermería;EDAN ;PAMPLONITA;Monitor de Signos Vitales;25/03/2020;25/08/2020 18:37;Funcionando correctamente
394;1252;M50;Star De Enfermería;EDAN ;PAMPLONITA;Monitor de Signos Vitales;25/03/2020;29/01/2021 11:50;ubicado en aislamiento
395;1252;M50;Star De Enfermería;EDAN ;PAMPLONITA;Monitor de Signos Vitales;25/03/2020;29/07/2021 11:30;El equipo funciona correctamente 
396;1437;M50;OES 033;EDAN ;Sardinata;Monitor de Signos Vitales;13/05/2020;30/04/2021 10:14;Se realiza cambio de manguera NIBP, funciona correctamente
397;1695;M50;Reanimación;EDAN ;Las Mercedes;Monitor de Signos Vitales;8/06/2020;11/12/2020 21:06;Funcionando correctamente
398;1695;M50;Reanimación;EDAN ;Las Mercedes;Monitor de Signos Vitales;8/06/2020;28/04/2021 8:38;Se realiza cambio de sensor de Oximetría, el equipo no cuenta con Cable ECG. Equipo funcional
399;1733;M50;Reanimación;EDAN ;El Tarra;Monitor de Signos Vitales;9/06/2020;17/03/2021 16:41;Funciona correctamente
400;1822;M50;Estación Enfermería;EDAN ;Pamplona;Monitor de Signos Vitales;18/06/2020;20/06/2020 9:19;Equipo en garantía. Funcionando correctamente
401;1822;M50;Estación Enfermería;EDAN ;Pamplona;Monitor de Signos Vitales;18/06/2020;23/09/2020 21:04;Equipo no se encuentra en el servicio
402;1823;M50;GWU-067;EDAN ;Pamplona;Monitor de Signos Vitales;18/06/2020;20/06/2020 9:19;Equipo en garantía. Funcionando correctamente
403;1823;M50;GWU-067;EDAN ;Pamplona;Monitor de Signos Vitales;18/06/2020;23/09/2020 21:04;Equipo no se encuentra en el servicio
404;1823;M50;GWU-067;EDAN ;Pamplona;Monitor de Signos Vitales;18/06/2020;28/05/2021 8:01;Equipo funcionando correctamente 
405;1824;M50;Triage;EDAN ;Pamplona;Monitor de Signos Vitales;18/06/2020;20/06/2020 9:20;Equipo en garantía. Funcionando correctamente
406;1824;M50;Triage;EDAN ;Pamplona;Monitor de Signos Vitales;18/06/2020;23/09/2020 18:08;Equipo funcionando correctamente
407;1824;M50;Triage;EDAN ;Pamplona;Monitor de Signos Vitales;18/06/2020;27/07/2021 10:07;Equipo funcionando correctamente 
408;1825;M50;Respiratorio;EDAN ;Pamplona;Monitor de Signos Vitales;18/06/2020;20/06/2020 9:20;Equipo en garantía. Funcionando correctamente
409;1825;M50;Respiratorio;EDAN ;Pamplona;Monitor de Signos Vitales;18/06/2020;23/09/2020 19:38;Equipo funcionando correctamente
410;1825;M50;Respiratorio;EDAN ;Pamplona;Monitor de Signos Vitales;18/06/2020;27/07/2021 10:14;Se realizó cambio de brazalete 
411;2052;M50;OWG-899;EDAN ;Pamplona;Monitor de Signos Vitales;20/08/2020;24/08/2020 8:53;Equipo funcionando correctamente
412;2081;M50;Reanimación;EDAN ;Las Mercedes;Monitor de Signos Vitales;10/09/2020;11/12/2020 21:02;Funcionando correctamente
413;2081;M50;Reanimación;EDAN ;Las Mercedes;Monitor de Signos Vitales;10/09/2020;28/04/2021 9:09;Se realiza cambio de brazalete de 1 vía y Pulsoximetro, Prueba de funcionamiento OK 
414;2082;M50;Reanimación;EDAN ;Las Mercedes;Monitor de Signos Vitales;10/09/2020;11/12/2020 21:03;Funcionando correctamente
415;2082;M50;Reanimación;EDAN ;Las Mercedes;Monitor de Signos Vitales;10/09/2020;28/04/2021 9:05;Se realizó cambio de pulsoximetro y brazalete de 1 vía, prueba de funcionamiento correcta
416;2477;M50;Urgencias;EDAN ;Sardinata;Monitor de Signos Vitales;27/10/2020;9/12/2020 3:15;Ajuste de manguera NIBP, funcionando correctamente
417;2477;M50;Urgencias;EDAN ;Sardinata;Monitor de Signos Vitales;27/10/2020;26/04/2021 19:04;Funciona correctamente
418;2479;M50;Sala IRA;EDAN ;Sardinata;Monitor de Signos Vitales;27/10/2020;11/12/2020 14:19;Funcionando correctamente
419;2479;M50;Sala IRA;EDAN ;Sardinata;Monitor de Signos Vitales;27/10/2020;29/04/2021 17:24;Se realiza cambio de brazalete y manguera con conectores, Funciona correctamente
420;2480;M50;Urgencias;EDAN ;Sardinata;Monitor de Signos Vitales;27/10/2020;9/12/2020 3:16;Funcionando correctamente
421;2480;M50;Urgencias;EDAN ;Sardinata;Monitor de Signos Vitales;27/10/2020;30/04/2021 14:29;Equipo se encuentra en el laboratorio de mantenimiento
422;2491;M50;Urgencias;EDAN ;Sardinata;Monitor de Signos Vitales;29/10/2020;9/12/2020 3:18;Funcionando correctamente
423;2491;M50;Urgencias;EDAN ;Sardinata;Monitor de Signos Vitales;29/10/2020;30/04/2021 14:30;Equipo se encuentra en laboratorio de mantenimiento
424;2493;M50;Urgencias;EDAN ;Sardinata;Monitor de Signos Vitales;29/10/2020;26/04/2021 20:36;Se realiza instalación de Pulsoximetro y cambio de brazalete 1 vía, Equipo funcionando correctamente.
425;2494;M50;Consultorio 4;EDAN ;Sardinata;Monitor de Signos Vitales;29/10/2020;11/12/2020 14:14;Funcionando correctamente
426;2495;M50;Sala IRA;EDAN ;Sardinata;Monitor de Signos Vitales;29/10/2020;11/12/2020 14:24;Funcionando correctamente
427;2495;M50;Sala IRA;EDAN ;Sardinata;Monitor de Signos Vitales;29/10/2020;29/04/2021 17:26;Se realiza cambio de brazalete y manguera NIBP, Funciona correctamente
428;2535;M50;Aislamiento;EDAN ;El Tarra;Monitor de Signos Vitales;11/11/2020;17/03/2021 8:16;Funciona correctamente
429;2544;M50;Gineco-obstetricia;EDAN ;Pamplona;Monitor de Signos Vitales;17/11/2020;23/11/2020 9:48;Equipo funcionando correctamente
430;2544;M50;Gineco-obstetricia;EDAN ;Pamplona;Monitor de Signos Vitales;17/11/2020;20/05/2021 11:15;Equipo funcionando correctamente
431;2579;M50;COVID - 19;EDAN ;Sardinata;Monitor de Signos Vitales;25/11/2020;11/12/2020 13:59;Funcionando correctamente
432;2579;M50;COVID - 19;EDAN ;Sardinata;Monitor de Signos Vitales;25/11/2020;30/04/2021 11:07;Funciona correctamente
433;2605;M50;OEU 873;EDAN ;Sardinata;Monitor de Signos Vitales;26/11/2020;30/04/2021 10:19;Funciona correctamente
434;2618;M50;OES 064;EDAN ;Sardinata;Monitor de Signos Vitales;26/11/2020;30/04/2021 10:43;Funciona correctamente
435;2875;M50;Urgencias;EDAN ;Villa Caro;Monitor de Signos Vitales;1/03/2021;24/02/2021 16:45;Se realiza, instalación de brazalete 1 via. Funciona correctamente
436;2909;M50;OES 078;EDAN ;Villa Caro;Monitor de Signos Vitales;1/03/2021;24/02/2021 15:58;Se realiza instalación de manguera y brazalete 1 vía. Funciona correctamente
437;3016;M50;Observación;EDAN ;Santiago;Monitor de Signos Vitales;2/03/2021;29/04/2021 11:21;Funciona correctamente 
438;3182;M50;PYP;EDAN ;Salazar;Monitor de Signos Vitales;2/03/2021;7/05/2021 19:16;Funciona correctamente
439;3391;M50;OES 114;EDAN ;Campo Dos;Monitor de Signos Vitales;22/03/2021;21/07/2021 16:15;Funciona correctamente
440;3432;M50;Urgencias;EDAN ;Arboledas;Monitor de Signos Vitales;22/03/2021;11/03/2021 14:33;Funciona correctamente
441;3676;M50;Star De Enfermería;EDAN ;Pamplona;Monitor de Signos Vitales;10/05/2021;27/07/2021 14:24;Equipo funcionando correctamente 
442;5799;M50;Estación Enfermería;EDAN ;Pamplona;Monitor de Signos Vitales;13/05/2021;16/07/2021 14:52;Equipo con desgaste en la carcaza
443;82;SONOTRAX B;Consultorio 1;EDAN ;Bucarasica;Doppler fetal;18/06/2019;11/12/2020 12:01;Funciona correctamente
444;82;SONOTRAX B;Consultorio 1;EDAN ;Bucarasica;Doppler fetal;18/06/2019;27/04/2021 8:57;Cable de transductor descastado, equipo funcional
445;477;SONOTRAX B;Consultorio 2;EDAN ;CHITAGÁ;Doppler fetal;16/12/2019;31/03/2021 15:27;Equipo funcionando correctamente 
446;477;SONOTRAX B;Consultorio 2;EDAN ;CHITAGÁ;Doppler fetal;16/12/2019;2/06/2021 9:28;Equipo funcionando correctamente 
447;519;SONOTRAX B;Consultorio 2;EDAN ;CUCUTILLA;Doppler fetal;16/12/2019;25/08/2020 18:07;Funcionando correctamente
448;519;SONOTRAX B;Consultorio 2;EDAN ;CUCUTILLA;Doppler fetal;16/12/2019;25/03/2021 23:33;Equipo funcionando correctamente 
449;666;SONOTRAX B;Estación Enfermería;EDAN ;Tibú;Doppler fetal;24/01/2020;1/02/2020 19:23;Funciona correctamente 
450;666;SONOTRAX B;Estación Enfermería;EDAN ;Tibú;Doppler fetal;24/01/2020;23/06/2020 15:04;Transductor en mal estado 
;;;;;;;;;
452;668;SONOTRAX B;Estación Enfermería;EDAN ;Tibú;Doppler fetal;24/01/2020;1/02/2020 19:25;Cable transductor deteriorado
453;668;SONOTRAX B;Estación Enfermería;EDAN ;Tibú;Doppler fetal;24/01/2020;23/06/2020 15:07;transductor en ma estado
"Funciona correctamente""";;;;;;;;;
454;668;SONOTRAX B;Estación Enfermería;EDAN ;Tibú;Doppler fetal;24/01/2020;28/06/2021 20:22;Funciona correctamente.
455;678;SONOTRAX B;Sala de Partos;EDAN ;Tibú;Doppler fetal;24/01/2020;2/02/2020 18:28;Funciona correctamente
"Cable transductor mal estado """;;;;;;;;;
456;678;SONOTRAX B;Sala de Partos;EDAN ;Tibú;Doppler fetal;24/01/2020;21/06/2020 16:23;Funciona correctamente
457;678;SONOTRAX B;Sala de Partos;EDAN ;Tibú;Doppler fetal;24/01/2020;22/10/2020 16:09;Cable de Transductor desgastado.
"Funciona correctamente""";;;;;;;;;
458;678;SONOTRAX B;Sala de Partos;EDAN ;Tibú;Doppler fetal;24/01/2020;26/02/2021 12:38;Requiere cambio de transductor ya que el cable se encuentra desgastado.
459;678;SONOTRAX B;Sala de Partos;EDAN ;Tibú;Doppler fetal;24/01/2020;27/06/2021 14:24;Cable deteriorado de transductor,  Funciona correctamente
460;719;SONOTRAX B;Triage;EDAN ;Tibú;Doppler fetal;24/01/2020;2/02/2020 16:41;Cable transductor mal estado
"Funciona correctamente """;;;;;;;;;
461;719;SONOTRAX B;Triage;EDAN ;Tibú;Doppler fetal;24/01/2020;22/06/2020 10:57;Cable de transductor descastado y en mal estado
"Equipo funcional""";;;;;;;;;
462;719;SONOTRAX B;Triage;EDAN ;Tibú;Doppler fetal;24/01/2020;23/10/2020 9:43;Requiere cambio de transductor
463;719;SONOTRAX B;Triage;EDAN ;Tibú;Doppler fetal;24/01/2020;28/06/2021 8:50;Funciona correctamente
464;722;SONOTRAX B;Consultorio 2;EDAN ;Tibú;Doppler fetal;24/01/2020;2/02/2020 16:53;Cable transductor mal estado 
"Funciona correctamente """;;;;;;;;;
465;722;SONOTRAX B;Consultorio 2;EDAN ;Tibú;Doppler fetal;24/01/2020;26/10/2020 7:59;Requiere cambio de transductor
;;;;;;;;;
467;781;SONOTRAX B;Consultorio 7;EDAN ;Tibú;Doppler fetal;28/01/2020;1/02/2020 18:44;Funciona correctamente 
468;781;SONOTRAX B;Consultorio 7;EDAN ;Tibú;Doppler fetal;28/01/2020;20/06/2020 16:34;Equipo sin batería
469;781;SONOTRAX B;Consultorio 7;EDAN ;Tibú;Doppler fetal;28/01/2020;25/02/2021 18:09;Equipo requiere cambio de transductor
;;;;;;;;;
471;810;SONOTRAX B;Urgencias;EDAN ;La Gabarra;Doppler fetal;29/01/2020;28/01/2021 9:05;Funciona correctamente
472;810;SONOTRAX B;Urgencias;EDAN ;La Gabarra;Doppler fetal;29/01/2020;25/05/2021 18:34;Funciona correctamente
473;938;SONOTRAX B;P Y P;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;30/01/2020 17:00;Funciona correctamente 
474;938;SONOTRAX B;P Y P;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;5/06/2020 14:17;Funciona correctamente 
475;938;SONOTRAX B;P Y P;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;25/09/2020 14:08;Equipo requiere cambio de transductor
476;938;SONOTRAX B;P Y P;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;19/01/2021 12:20;Transductor dañado, se solicita cambio, equipo fuera de servicio
477;938;SONOTRAX B;P Y P;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;21/05/2021 12:33;Enviado a laboratorio de mantenimiento 
478;960;SONOTRAX B;Consultorio Médico;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;30/01/2020 17:07;Funciona correctamente 
479;960;SONOTRAX B;Consultorio Médico;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;5/06/2020 14:27;Equipo con transductor deteriorado
480;960;SONOTRAX B;Consultorio Médico;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;25/09/2020 13:50;Requiere cambio de transductor
481;960;SONOTRAX B;Consultorio Médico;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;19/01/2021 13:57;Cable de transductor desgastado, crea interferencia al momento de usar el equipo. Funcional
482;960;SONOTRAX B;Consultorio Médico;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;21/05/2021 12:58;Equipo requiere cambio de transductor
483;974;SONOTRAX B;Sala de Partos;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;30/01/2020 15:50;Funciona correctamente 
484;974;SONOTRAX B;Sala de Partos;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;29/05/2020 15:06;Funciona correctamente 
485;974;SONOTRAX B;Sala de Partos;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;25/09/2020 10:52;Requiere cambio de transductor
486;974;SONOTRAX B;Sala de Partos;EDAN ;Puerto Santander;Doppler fetal;5/02/2020;19/01/2021 10:26;Cable de transductor desgastado, equipo funcional
